"","C245PW0","childid"
"19040",835.02,"2027009C"
"19041",672.07,"2027010C"
"19042",93.5,"2028001C"
"19043",0,"2028002C"
"19044",0,"2028003C"
"19045",79.73,"2028004C"
"19046",NA,"2028005C"
"19047",449.1,"2031001C"
"19048",439.76,"2031002C"
"19049",450.56,"2031003C"
"19050",450.56,"2031005C"
"19051",439.76,"2031006C"
"19052",542.95,"2031007C"
"19053",449.1,"2031008C"
"19054",556.28,"2031009C"
"19055",0,"2031010C"
"19056",439.76,"2031011C"
"19057",112.62,"2031012C"
"19058",467.36,"2031013C"
"19059",0,"2031014C"
"19060",439.76,"2031015C"
"19061",115.28,"2031016C"
"19062",NA,"2032001C"
"19063",NA,"2032002C"
"19064",NA,"2032003C"
"19065",NA,"2032004C"
"19066",NA,"2032005C"
"19067",NA,"2032006C"
"19068",NA,"2032007C"
"19069",NA,"2032008C"
"19070",NA,"2032009C"
"19071",NA,"2032010C"
"19072",NA,"2032011C"
"19073",NA,"2032012C"
"19074",NA,"2032014C"
"19075",NA,"2032015C"
"19076",NA,"2032016C"
"19077",NA,"2032018C"
"19078",104.63,"2037001C"
"19079",104.63,"2037002C"
"19080",104.97,"2037003C"
"19081",102.45,"2037004C"
"19082",NA,"2037005C"
"19083",102.45,"2037006C"
"19084",138.39,"2037007C"
"19085",104.63,"2037008C"
"19086",104.63,"2037009C"
"19087",104.63,"2037010C"
"19088",104.63,"2037011C"
"19089",104.63,"2037012C"
"19090",119.47,"2037013C"
"19091",NA,"2037014C"
"19092",NA,"2037015C"
"19093",NA,"2037016C"
"19094",104.63,"2037017C"
"19095",NA,"2037018C"
"19096",102.45,"2037020C"
"19097",102.45,"2037021C"
"19098",140.98,"2037022C"
"19099",NA,"2038001C"
"19100",122.02,"2038002C"
"19101",NA,"2038003C"
"19102",NA,"2038004C"
"19103",NA,"2038005C"
"19104",NA,"2038006C"
"19105",NA,"2038007C"
"19106",NA,"2038008C"
"19107",NA,"2038009C"
"19108",NA,"2038010C"
"19109",NA,"2038011C"
"19110",129.27,"2038012C"
"19111",0,"2040001C"
"19112",0,"2040002C"
"19113",182.98,"2040003C"
"19114",0,"2040004C"
"19115",479.03,"2040005C"
"19116",NA,"2040006C"
"19117",0,"2040007C"
"19118",351.81,"2044001C"
"19119",433.29,"2044002C"
"19120",433.29,"2044003C"
"19121",NA,"2044004C"
"19122",NA,"2044005C"
"19123",459.39,"2044007C"
"19124",NA,"2044008C"
"19125",442.49,"2044009C"
"19126",424.91,"2044010C"
"19127",534.2,"2044011C"
"19128",460.48,"2044013C"
"19129",NA,"2044014C"
"19130",NA,"2044015C"
"19131",442.49,"2044017C"
"19132",NA,"2044018C"
"19133",443.92,"2044019C"
"19134",NA,"2044020C"
"19135",508.1,"2044021C"
"19136",NA,"2044023C"
"19137",459.39,"2044024C"
"19138",0,"2046001C"
"19139",211.48,"2046002C"
"19140",186.17,"2046003C"
"19141",213.27,"2046004C"
"19142",201.15,"2046005C"
"19143",206.09,"2046006C"
"19144",211.04,"2046007C"
"19145",0,"2046008C"
"19146",0,"2046009C"
"19147",216.28,"2046010C"
"19148",NA,"2046040C"
"19149",NA,"2050001C"
"19150",NA,"2050002C"
"19151",NA,"2050003C"
"19152",142.55,"2054001C"
"19153",301.15,"2054003C"
"19154",340.45,"2054004C"
"19155",137.75,"2054006C"
"19156",0,"2054007C"
"19157",283.37,"2054008C"
"19158",121.1,"2054009C"
"19159",0,"2054011C"
"19160",NA,"2057001C"
"19161",NA,"2057003C"
"19162",NA,"2057004C"
"19163",NA,"2057005C"
"19164",NA,"2057007C"
"19165",NA,"2057008C"
"19166",NA,"2057009C"
"19167",245.43,"2057010C"
"19168",NA,"2057011C"
"19169",NA,"2057013C"
"19170",NA,"2057014C"
"19171",NA,"2057015C"
"19172",NA,"2057016C"
"19173",NA,"2057017C"
"19174",NA,"2057018C"
"19175",NA,"2057019C"
"19176",NA,"2057021C"
"19177",NA,"2057022C"
"19178",NA,"2057023C"
"19179",NA,"2057024C"
"19180",NA,"2057025C"
"19181",NA,"2057026C"
"19182",NA,"2057027C"
"19183",NA,"2057028C"
"19184",590.38,"2058001C"
"19185",0,"2058002C"
"19186",199.49,"2058003C"
"19187",0,"2058004C"
"19188",453.67,"2058005C"
"19189",453.67,"2058006C"
"19190",0,"2058007C"
"19191",444.24,"2058008C"
"19192",0,"2058009C"
"19193",0,"2058010C"
"19194",605.59,"2058011C"
"19195",146.27,"2058012C"
"19196",0,"2058013C"
"19197",0,"2058014C"
"19198",471,"2058015C"
"19199",0,"2058016C"
"19200",571.17,"2058017C"
"19201",0,"2058018C"
"19202",NA,"2058019C"
"19203",0,"2058020C"
"19204",578.1,"2058021C"
"19205",0,"2058022C"
"19206",140.89,"2058023C"
"19207",86.04,"2060001C"
"19208",107.23,"2060002C"
"19209",137.67,"2060003C"
"19210",0,"2060004C"
"19211",75.06,"2060005C"
"19212",92.18,"2060007C"
"19213",0,"2060008C"
"19214",113.62,"2060009C"
"19215",173.58,"2060010C"
"19216",0,"2060011C"
"19217",117.58,"2060013C"
"19218",129.21,"2060014C"
"19219",365.44,"2060015C"
"19220",145.64,"2060016C"
"19221",152.6,"2060017C"
"19222",167.83,"2060019C"
"19223",170.41,"2060020C"
"19224",130.96,"2060021C"
"19225",0,"2060022C"
"19226",119.35,"2060023C"
"19227",NA,"2064001C"
"19228",179.12,"2064002C"
"19229",NA,"2064003C"
"19230",NA,"2064004C"
"19231",0,"2064005C"
"19232",NA,"2064006C"
"19233",NA,"2064007C"
"19234",NA,"2064008C"
"19235",NA,"2064009C"
"19236",1136.83,"2066001C"
"19237",0,"2066002C"
"19238",1096.63,"2066003C"
"19239",NA,"2067001C"
"19240",NA,"2067002C"
"19241",NA,"2067003C"
"19242",NA,"2067004C"
"19243",NA,"2067005C"
"19244",242.44,"2067006C"
"19245",NA,"2067007C"
"19246",NA,"2067008C"
"19247",NA,"2067009C"
"19248",NA,"2067010C"
"19249",NA,"2067011C"
"19250",NA,"2067012C"
"19251",233.52,"2067013C"
"19252",NA,"2067014C"
"19253",NA,"2067015C"
"19254",NA,"2067016C"
"19255",NA,"2067017C"
"19256",NA,"2067019C"
"19257",NA,"2067020C"
"19258",NA,"2067021C"
"19259",NA,"2067023C"
"19260",NA,"2067024C"
"19261",362.28,"2071001C"
"19262",179.12,"2071002C"
"19263",121.94,"2071003C"
"19264",171,"2071004C"
"19265",110.47,"2071005C"
"19266",0,"2071006C"
"19267",0,"2071007C"
"19268",116.56,"2071008C"
"19269",NA,"2075001C"
"19270",NA,"2075002C"
"19271",0,"2075003C"
"19272",NA,"2075004C"
"19273",NA,"2075005C"
"19274",483.89,"2075006C"
"19275",NA,"2075007C"
"19276",379.42,"2075008C"
"19277",0,"2075009C"
"19278",NA,"2075010C"
"19279",299.08,"2075011C"
"19280",NA,"2075012C"
"19281",0,"2075013C"
"19282",0,"2076001C"
"19283",0,"2076002C"
"19284",NA,"2077002C"
"19285",NA,"2077003C"
"19286",NA,"2077004C"
"19287",NA,"2077005C"
"19288",NA,"2077006C"
"19289",157.37,"2078001C"
"19290",154.78,"2078002C"
"19291",647.34,"2078003C"
"19292",175.85,"2078004C"
"19293",148.43,"2078005C"
"19294",148.43,"2078006C"
"19295",237.71,"2078007C"
"19296",167.8,"2078008C"
"19297",176.42,"2078009C"
"19298",172.19,"2078010C"
"19299",189.11,"2078011C"
"19300",172.19,"2078012C"
"19301",151.58,"2078013C"
"19302",697.17,"2078014C"
"19303",163.78,"2078015C"
"19304",167.26,"2078016C"
"19305",528.32,"2078017C"
"19306",175.85,"2078018C"
"19307",175.85,"2078019C"
"19308",260.23,"2078020C"
"19309",188.19,"2078021C"
"19310",157.37,"2078022C"
"19311",0,"2078023C"
"19312",0,"2078024C"
"19313",NA,"2085001C"
"19314",NA,"2085003C"
"19315",NA,"2085004C"
"19316",NA,"2085005C"
"19317",81.83,"2092001C"
"19318",242.77,"2092002C"
"19319",227.7,"2092003C"
"19320",214.93,"2092004C"
"19321",215.44,"2092005C"
"19322",239.4,"2092006C"
"19323",209.99,"2092007C"
"19324",NA,"2092008C"
"19325",202.72,"2092009C"
"19326",207.02,"2092011C"
"19327",NA,"2092012C"
"19328",NA,"2092013C"
"19329",237.72,"2092014C"
"19330",242.77,"2092015C"
"19331",228.42,"2092016C"
"19332",228.43,"2092017C"
"19333",NA,"2092018C"
"19334",220.01,"2092019C"
"19335",237.72,"2092020C"
"19336",207.02,"2092021C"
"19337",207.02,"2092022C"
"19338",228.42,"2092023C"
"19339",202.72,"2092024C"
"19340",71.07,"2093001C"
"19341",71.07,"2093002C"
"19342",NA,"2093003C"
"19343",0,"2093004C"
"19344",66.65,"2093005C"
"19345",174.88,"2095001C"
"19346",111.87,"2095002C"
"19347",132.54,"2095003C"
"19348",137.6,"2095004C"
"19349",0,"2095005C"
"19350",129.78,"2095006C"
"19351",360.23,"2095007C"
"19352",114.25,"2095008C"
"19353",114.25,"2095009C"
"19354",115.7,"2095010C"
"19355",107.5,"2095011C"
"19356",114.25,"2095012C"
"19357",446.51,"2095013C"
"19358",114.25,"2095014C"
"19359",473,"2095015C"
"19360",126.06,"2095016C"
"19361",132.54,"2095017C"
"19362",123.44,"2095018C"
"19363",NA,"2100001C"
"19364",52.31,"2100002C"
"19365",214.57,"2103001C"
"19366",211.34,"2103002C"
"19367",185.99,"2103003C"
"19368",233.61,"2103004C"
"19369",98.63,"2103005C"
"19370",200.96,"2103007C"
"19371",88.74,"2105001C"
"19372",NA,"2111001C"
"19373",NA,"2111002C"
"19374",564.86,"2111003C"
"19375",NA,"2111004C"
"19376",NA,"2111005C"
"19377",NA,"2111007C"
"19378",597,"2111008C"
"19379",0,"2111009C"
"19380",655.29,"2111010C"
"19381",NA,"2111011C"
"19382",NA,"2111012C"
"19383",0,"2111013C"
"19384",NA,"2111015C"
"19385",636.52,"2111016C"
"19386",NA,"2111017C"
"19387",1075.89,"2111018C"
"19388",531.51,"2111020C"
"19389",0,"2111021C"
"19390",NA,"2111024C"
"19391",0,"2112002C"
"19392",298.1,"2112003C"
"19393",0,"2112004C"
"19394",298.1,"2112005C"
"19395",271.05,"2112006C"
"19396",264.56,"2112007C"
"19397",1226.21,"2112008C"
"19398",271.05,"2112009C"
"19399",0,"2112010C"
"19400",270.14,"2112011C"
"19401",0,"2112012C"
"19402",281.16,"2112013C"
"19403",264.56,"2112014C"
"19404",0,"2112015C"
"19405",317.85,"2112016C"
"19406",0,"2112017C"
"19407",0,"2112018C"
"19408",323.51,"2112020C"
"19409",276.78,"2112021C"
"19410",558.68,"2112022C"
"19411",290.98,"2112023C"
"19412",281.16,"2112024C"
"19413",445.19,"2114001C"
"19414",NA,"2114002C"
"19415",432.43,"2114003C"
"19416",0,"2114004C"
"19417",284.8,"2114005C"
"19418",284.8,"2114006C"
"19419",290.85,"2114007C"
"19420",284.8,"2114008C"
"19421",267.99,"2114009C"
"19422",425.85,"2114011C"
"19423",284.8,"2114012C"
"19424",273.68,"2114013C"
"19425",391.9,"2114014C"
"19426",284.8,"2114015C"
"19427",NA,"2114016C"
"19428",NA,"2114017C"
"19429",284.8,"2114018C"
"19430",NA,"2114019C"
"19431",290.85,"2114020C"
"19432",273.68,"2114021C"
"19433",267.99,"2114022C"
"19434",290.85,"2114023C"
"19435",NA,"2114024C"
"19436",534.82,"2115001C"
"19437",430.24,"2115002C"
"19438",289.37,"2115003C"
"19439",0,"2115005C"
"19440",878.34,"2115006C"
"19441",262.27,"2115007C"
"19442",256.81,"2115009C"
"19443",278.04,"2115010C"
"19444",354.54,"2115011C"
"19445",278.72,"2115013C"
"19446",942.83,"2115014C"
"19447",0,"2115015C"
"19448",999.63,"2115016C"
"19449",962.85,"2115017C"
"19450",272.93,"2115018C"
"19451",262.27,"2115019C"
"19452",0,"2115020C"
"19453",263.12,"2115021C"
"19454",256.81,"2115022C"
"19455",0,"2115024C"
"19456",0,"2115025C"
"19457",131.21,"2116001C"
"19458",0,"2116002C"
"19459",111.64,"2116003C"
"19460",NA,"2116004C"
"19461",118.37,"2116005C"
"19462",0,"2116006C"
"19463",NA,"2116007C"
"19464",120.39,"2116008C"
"19465",0,"2116009C"
"19466",121.5,"2116010C"
"19467",0,"2116011C"
"19468",356.94,"2116012C"
"19469",0,"2116013C"
"19470",121.85,"2116014C"
"19471",0,"2116015C"
"19472",0,"2116016C"
"19473",194.22,"2116017C"
"19474",0,"2116018C"
"19475",0,"2116019C"
"19476",103.33,"2116020C"
"19477",360.13,"2116021C"
"19478",170.13,"2116022C"
"19479",161.74,"2116023C"
"19480",303.96,"2116024C"
"19481",0,"2116025C"
"19482",NA,"2117001C"
"19483",NA,"2117002C"
"19484",NA,"2117003C"
"19485",NA,"2117004C"
"19486",NA,"2117005C"
"19487",NA,"2117006C"
"19488",NA,"2117007C"
"19489",NA,"2117008C"
"19490",NA,"2117009C"
"19491",NA,"2117010C"
"19492",NA,"2117011C"
"19493",NA,"2117012C"
"19494",NA,"2117013C"
"19495",NA,"2117014C"
"19496",NA,"2117015C"
"19497",NA,"2117016C"
"19498",NA,"2117017C"
"19499",NA,"2117018C"
"19500",NA,"2117019C"
"19501",NA,"2117020C"
"19502",NA,"2117022C"
"19503",NA,"2117023C"
"19504",NA,"2117024C"
"19505",NA,"2119001C"
"19506",1073.54,"2119002C"
"19507",NA,"2119003C"
"19508",0,"2119004C"
"19509",NA,"2119005C"
"19510",NA,"2119006C"
"19511",1323.55,"2119008C"
"19512",1262.97,"2119009C"
"19513",1296.03,"2119010C"
"19514",NA,"2119011C"
"19515",NA,"2119012C"
"19516",NA,"2119013C"
"19517",NA,"2119014C"
"19518",0,"2119015C"
"19519",0,"2119016C"
"19520",0,"2119017C"
"19521",1557.9,"2119018C"
"19522",1144.6,"2119019C"
"19523",NA,"2119020C"
"19524",0,"2119021C"
"19525",1232.71,"2119022C"
"19526",1140.9,"2119023C"
"19527",NA,"2119024C"
"19528",0,"2120001C"
"19529",196.92,"2120002C"
"19530",167.93,"2120003C"
"19531",178.46,"2120004C"
"19532",236.93,"2120005C"
"19533",236.93,"2120006C"
"19534",189.21,"2120007C"
"19535",0,"2120008C"
"19536",215.48,"2120009C"
"19537",265.34,"2120010C"
"19538",728.17,"2120011C"
"19539",743.63,"2120012C"
"19540",0,"2120013C"
"19541",0,"2120014C"
"19542",212.12,"2120015C"
"19543",219.51,"2120016C"
"19544",182.84,"2120017C"
"19545",172.05,"2120018C"
"19546",0,"2120019C"
"19547",0,"2120020C"
"19548",167.93,"2120021C"
"19549",0,"2120022C"
"19550",157.64,"2120023C"
"19551",0,"2120024C"
"19552",NA,"2120040C"
"19553",NA,"2120041C"
"19554",NA,"2120042C"
"19555",NA,"2120043C"
"19556",NA,"2120044C"
"19557",NA,"2121001C"
"19558",NA,"2121002C"
"19559",112.73,"2121003C"
"19560",NA,"2121004C"
"19561",NA,"2121005C"
"19562",115.1,"2121006C"
"19563",114.71,"2121007C"
"19564",101.64,"2121008C"
"19565",95.64,"2121009C"
"19566",95.64,"2121010C"
"19567",NA,"2121011C"
"19568",109.82,"2121012C"
"19569",NA,"2121013C"
"19570",0,"2121014C"
"19571",NA,"2121015C"
"19572",147.98,"2121016C"
"19573",101.64,"2121017C"
"19574",117.91,"2121018C"
"19575",NA,"2121019C"
"19576",136.96,"2121020C"
"19577",138.79,"2121021C"
"19578",NA,"2121022C"
"19579",112.73,"2121024C"
"19580",NA,"2121025C"
"19581",115.13,"2121026C"
"19582",0,"2122001C"
"19583",661.21,"2122002C"
"19584",443.63,"2122003C"
"19585",659.07,"2122004C"
"19586",0,"2122005C"
"19587",NA,"2122006C"
"19588",NA,"2122007C"
"19589",0,"2122008C"
"19590",535.82,"2122009C"
"19591",469.82,"2122010C"
"19592",661.21,"2122011C"
"19593",0,"2122012C"
"19594",1293.21,"2122013C"
"19595",659.07,"2122014C"
"19596",469.82,"2122015C"
"19597",479.8,"2122016C"
"19598",NA,"2122017C"
"19599",0,"2122018C"
"19600",645.37,"2122019C"
"19601",0,"2122020C"
"19602",535.82,"2122021C"
"19603",NA,"2122022C"
"19604",684.25,"2122023C"
"19605",0,"2122024C"
"19606",0,"2124001C"
"19607",43.81,"2124002C"
"19608",NA,"2124003C"
"19609",0,"2124004C"
"19610",NA,"2124005C"
"19611",NA,"2124006C"
"19612",34.36,"2124007C"
"19613",NA,"2124008C"
"19614",NA,"2124009C"
"19615",44.74,"2124010C"
"19616",0,"2124011C"
"19617",85.92,"2124012C"
"19618",NA,"2124013C"
"19619",116.53,"2124014C"
"19620",NA,"2124015C"
"19621",113.16,"2124016C"
"19622",83.96,"2124017C"
"19623",NA,"2124019C"
"19624",NA,"2124020C"
"19625",0,"2124021C"
"19626",NA,"2124022C"
"19627",NA,"2124023C"
"19628",NA,"2124024C"
"19629",1495.37,"2125001C"
"19630",3121.66,"2125002C"
"19631",0,"2125003C"
"19632",1378.86,"2125004C"
"19633",0,"2125005C"
"19634",0,"2125006C"
"19635",1465.38,"2125007C"
"19636",1752.23,"2125008C"
"19637",1789.44,"2125009C"
"19638",1508.61,"2125010C"
"19639",1328.03,"2125012C"
"19640",2287.35,"2125013C"
"19641",1508.61,"2125014C"
"19642",0,"2125015C"
"19643",0,"2125016C"
"19644",1656.88,"2125017C"
"19645",2082.66,"2125018C"
"19646",0,"2125020C"
"19647",1584.59,"2125021C"
"19648",2298.88,"2125022C"
"19649",1700.59,"2125023C"
"19650",0,"2125024C"
"19651",NA,"2127001C"
"19652",1.78,"2127002C"
"19653",2.79,"2127003C"
"19654",NA,"2127004C"
"19655",NA,"2127006C"
"19656",2.76,"2127007C"
"19657",4.34,"2127008C"
"19658",NA,"2127009C"
"19659",3.06,"2127010C"
"19660",NA,"2127011C"
"19661",3.14,"2127012C"
"19662",3.5,"2127013C"
"19663",3.17,"2127014C"
"19664",4.27,"2127015C"
"19665",2.61,"2127016C"
"19666",3.66,"2127017C"
"19667",4.71,"2127018C"
"19668",NA,"2127019C"
"19669",NA,"2127020C"
"19670",NA,"2127021C"
"19671",NA,"2127022C"
"19672",NA,"2127023C"
"19673",NA,"2127024C"
"19674",75.34,"2129001C"
"19675",75.34,"2129002C"
"19676",79.88,"2129003C"
"19677",93.67,"2129004C"
"19678",0,"2129005C"
"19679",76.94,"2129006C"
"19680",107.63,"2129007C"
"19681",280.59,"2129008C"
"19682",259.6,"2129009C"
"19683",79.88,"2129010C"
"19684",0,"2129011C"
"19685",76.94,"2129012C"
"19686",222.09,"2129013C"
"19687",76.94,"2129014C"
"19688",222.09,"2129015C"
"19689",247.74,"2129016C"
"19690",280.59,"2129017C"
"19691",81.76,"2129018C"
"19692",242.58,"2129019C"
"19693",75.34,"2129020C"
"19694",76.94,"2129021C"
"19695",126.21,"2129022C"
"19696",82.03,"2129023C"
"19697",0,"2129024C"
"19698",NA,"2130001C"
"19699",NA,"2130002C"
"19700",NA,"2130003C"
"19701",NA,"2130004C"
"19702",NA,"2130005C"
"19703",NA,"2130006C"
"19704",32.38,"2130008C"
"19705",23.25,"2130009C"
"19706",19.82,"2130010C"
"19707",0,"2130011C"
"19708",NA,"2130012C"
"19709",NA,"2130013C"
"19710",NA,"2130014C"
"19711",25.5,"2130015C"
"19712",38.78,"2130016C"
"19713",NA,"2131002C"
"19714",NA,"2131003C"
"19715",NA,"2131004C"
"19716",NA,"2131005C"
"19717",NA,"2131006C"
"19718",NA,"2131007C"
"19719",NA,"2131009C"
"19720",NA,"2131010C"
"19721",NA,"2131011C"
"19722",NA,"2131012C"
"19723",NA,"2131013C"
"19724",NA,"2131014C"
"19725",151.56,"2132001C"
"19726",59.17,"2132002C"
"19727",206.77,"2132003C"
"19728",59.17,"2132004C"
"19729",70.86,"2132005C"
"19730",60.42,"2132006C"
"19731",64.22,"2132007C"
"19732",74.74,"2132008C"
"19733",250.97,"2132009C"
"19734",59.17,"2132010C"
"19735",60.42,"2132011C"
"19736",74.5,"2132012C"
"19737",62.88,"2132013C"
"19738",71.09,"2132014C"
"19739",12.44,"2133002C"
"19740",13.53,"2133003C"
"19741",6.33,"2133004C"
"19742",0,"2133005C"
"19743",0,"2133006C"
"19744",12.26,"2133007C"
"19745",5.38,"2133008C"
"19746",12.44,"2133009C"
"19747",0,"2133010C"
"19748",3.86,"2133012C"
"19749",12.26,"2133013C"
"19750",0,"2134001C"
"19751",NA,"2134002C"
"19752",NA,"2134003C"
"19753",102.84,"2134004C"
"19754",NA,"2134005C"
"19755",103.06,"2134006C"
"19756",83.59,"2134007C"
"19757",98.34,"2134008C"
"19758",96.66,"2134009C"
"19759",0,"2134010C"
"19760",NA,"2134011C"
"19761",106.99,"2134012C"
"19762",103.39,"2134013C"
"19763",NA,"2134014C"
"19764",105.26,"2134015C"
"19765",100.91,"2134016C"
"19766",NA,"2134017C"
"19767",NA,"2134018C"
"19768",112.63,"2134019C"
"19769",0,"2134020C"
"19770",0,"2134021C"
"19771",89.95,"2134022C"
"19772",0,"2134023C"
"19773",NA,"2134024C"
"19774",NA,"2134025C"
"19775",105.01,"2134026C"
"19776",NA,"2134027C"
"19777",0,"2135001C"
"19778",176.87,"2135003C"
"19779",483.4,"2135004C"
"19780",473.35,"2135006C"
"19781",430.03,"2135007C"
"19782",NA,"2135008C"
"19783",478.24,"2135010C"
"19784",NA,"2135011C"
"19785",NA,"2135012C"
"19786",NA,"2135013C"
"19787",593.03,"2135014C"
"19788",434.2,"2135015C"
"19789",473.35,"2135016C"
"19790",0,"2135017C"
"19791",468.3,"2135019C"
"19792",NA,"2135020C"
"19793",478.24,"2135021C"
"19794",501.87,"2135022C"
"19795",484.97,"2135023C"
"19796",496.51,"2135024C"
"19797",483.4,"2135025C"
"19798",214.13,"3002001C"
"19799",0,"3002002C"
"19800",225.33,"3002003C"
"19801",0,"3002004C"
"19802",213.27,"3002005C"
"19803",0,"3002006C"
"19804",0,"3002007C"
"19805",225.33,"3002008C"
"19806",0,"3002009C"
"19807",251.65,"3002010C"
"19808",0,"3002011C"
"19809",0,"3002012C"
"19810",0,"3002013C"
"19811",166.68,"3002014C"
"19812",166.68,"3002015C"
"19813",182.75,"3002016C"
"19814",225.33,"3002017C"
"19815",225.33,"3002018C"
"19816",0,"3002019C"
"19817",0,"3002020C"
"19818",248.16,"3002021C"
"19819",0,"3002022C"
"19820",0,"3002023C"
"19821",0,"3002024C"
"19822",83.6,"3005001C"
"19823",NA,"3005002C"
"19824",266.87,"3005004C"
"19825",198.06,"3005006C"
"19826",193.94,"3005008C"
"19827",206.11,"3005009C"
"19828",193.94,"3005010C"
"19829",198.06,"3005011C"
"19830",206.11,"3005014C"
"19831",205.62,"3005015C"
"19832",205.62,"3005016C"
"19833",202.24,"3005017C"
"19834",193.94,"3005018C"
"19835",198.7,"3005019C"
"19836",193.94,"3005020C"
"19837",205.62,"3005023C"
"19838",193.94,"3005024C"
"19839",210.49,"3005025C"
"19840",117.07,"3006001C"
"19841",95.12,"3006002C"
"19842",117.07,"3006003C"
"19843",1060.04,"3006004C"
"19844",320.74,"3006005C"
"19845",327.55,"3006007C"
"19846",348.11,"3006008C"
"19847",0,"3006009C"
"19848",340.07,"3006010C"
"19849",0,"3006011C"
"19850",352.77,"3006012C"
"19851",384.11,"3006013C"
"19852",376.12,"3006014C"
"19853",347.25,"3006015C"
"19854",320.74,"3006016C"
"19855",0,"3006017C"
"19856",0,"3006018C"
"19857",1126.56,"3006020C"
"19858",340.87,"3006021C"
"19859",0,"3006022C"
"19860",320.74,"3006023C"
"19861",523.81,"3006024C"
"19862",0,"3006025C"
"19863",NA,"3006040C"
"19864",240.87,"3007001C"
"19865",74.5,"3007002C"
"19866",75.31,"3007003C"
"19867",221.38,"3007004C"
"19868",161.93,"3007005C"
"19869",250.54,"3007006C"
"19870",0,"3007007C"
"19871",203.86,"3007008C"
"19872",697.12,"3007009C"
"19873",172.09,"3007010C"
"19874",161.91,"3007011C"
"19875",199.64,"3007012C"
"19876",668.6,"3007013C"
"19877",603,"3007014C"
"19878",161.93,"3007016C"
"19879",219.26,"3007017C"
"19880",168.51,"3007018C"
"19881",161.93,"3007019C"
"19882",582.12,"3007021C"
"19883",161.91,"3007022C"
"19884",199.64,"3007023C"
"19885",646.08,"3007024C"
"19886",NA,"3009001C"
"19887",275.26,"3009002C"
"19888",0,"3009003C"
"19889",209.63,"3009004C"
"19890",NA,"3009005C"
"19891",235.88,"3009006C"
"19892",204.28,"3009007C"
"19893",304.79,"3009008C"
"19894",184.54,"3009009C"
"19895",0,"3009010C"
"19896",299.48,"3009011C"
"19897",NA,"3009012C"
"19898",214.08,"3009013C"
"19899",NA,"3009014C"
"19900",NA,"3009015C"
"19901",199.39,"3009016C"
"19902",0,"3009017C"
"19903",248.65,"3009018C"
"19904",0,"3009019C"
"19905",NA,"3009020C"
"19906",310.22,"3009021C"
"19907",NA,"3009022C"
"19908",0,"3009023C"
"19909",235.12,"3009024C"
"19910",120.37,"3011001C"
"19911",441.89,"3011002C"
"19912",122.91,"3011003C"
"19913",113.26,"3011004C"
"19914",0,"3011005C"
"19915",0,"3011007C"
"19916",0,"3011008C"
"19917",120.08,"3011009C"
"19918",0,"3011010C"
"19919",122.92,"3011011C"
"19920",138.57,"3011012C"
"19921",132.81,"3011013C"
"19922",113.26,"3011014C"
"19923",122.92,"3011015C"
"19924",205.7,"3011016C"
"19925",122.92,"3011017C"
"19926",132.29,"3011018C"
"19927",0,"3011019C"
"19928",123.32,"3011020C"
"19929",424.63,"3011021C"
"19930",0,"3011022C"
"19931",0,"3011023C"
"19932",115.66,"3011024C"
"19933",424.63,"3011025C"
"19934",120.56,"3012001C"
"19935",173.08,"3012002C"
"19936",130.85,"3012003C"
"19937",123.52,"3012004C"
"19938",NA,"3012005C"
"19939",120.56,"3012006C"
"19940",156.42,"3012007C"
"19941",228.75,"3012008C"
"19942",NA,"3012009C"
"19943",0,"3012010C"
"19944",NA,"3012011C"
"19945",0,"3012012C"
"19946",0,"3012013C"
"19947",127.82,"3012015C"
"19948",0,"3012016C"
"19949",NA,"3012017C"
"19950",0,"3012018C"
"19951",0,"3012019C"
"19952",123.52,"3012020C"
"19953",NA,"3012021C"
"19954",154.52,"3012022C"
"19955",127.82,"3012023C"
"19956",NA,"3012024C"
"19957",90.79,"3013001C"
"19958",162.19,"3013002C"
"19959",188.16,"3013003C"
"19960",241.14,"3013004C"
"19961",NA,"3013005C"
"19962",241.14,"3013006C"
"19963",NA,"3013007C"
"19964",NA,"3013008C"
"19965",178.96,"3013009C"
"19966",NA,"3013010C"
"19967",165.63,"3013011C"
"19968",205.83,"3013012C"
"19969",165.63,"3013013C"
"19970",210.01,"3013014C"
"19971",196.21,"3013015C"
"19972",187.35,"3013016C"
"19973",NA,"3013017C"
"19974",165.63,"3013018C"
"19975",NA,"3013019C"
"19976",NA,"3013020C"
"19977",165.63,"3013021C"
"19978",NA,"3013022C"
"19979",0,"3013023C"
"19980",NA,"3013024C"
"19981",162.19,"3013025C"
"19982",0,"3014001C"
"19983",540.73,"3014002C"
"19984",0,"3014003C"
"19985",1411.43,"3014004C"
"19986",0,"3014005C"
"19987",0,"3014006C"
"19988",542.32,"3014007C"
"19989",1178.91,"3014008C"
"19990",0,"3014009C"
"19991",NA,"3014010C"
"19992",0,"3014011C"
"19993",302.21,"3014012C"
"19994",278.45,"3014013C"
"19995",1277.46,"3014014C"
"19996",1086.41,"3014015C"
"19997",0,"3014016C"
"19998",1343.08,"3014017C"
"19999",0,"3014018C"
"20000",477.18,"3014019C"
"20001",335.82,"3014020C"
"20002",0,"3014021C"
"20003",295.92,"3014022C"
"20004",1368.35,"3014023C"
"20005",1228.2,"3014024C"
"20006",59.06,"3015001C"
"20007",NA,"3015002C"
"20008",195.07,"3015003C"
"20009",NA,"3015004C"
